ID,TITLE,CONTENTS,DATE,TARGET,LINK,REGION,ASK,CONTACT,ORIGIN,CATEGORY
227,근로·자녀장려금,소득이 적어 생활이 어려운 근로자 또는 사업자 가구에 근로장려금과 자녀장려금을 지급하여 근로 의욕을 더해 주고 경제적으로 자립할 수 있도록 지원합니다.,ALL,아동청소년,http://www.bokjiro.go.kr/welInfo/retrieveGvmtWelInfo.do?searchIntClId=04&searchCtgId=999&welInfSno=253,전국,국세청 국세상담센터,126,복지로,금융
228,국가유공자 보철구 지급,국가유공 상이자에게 신체 기능 장애나 활동력이 상실된 부분을 보충하거나 보완해 주는 보철구를 지급하여 생활의 편의를 돕습니다.,ALL,모두,http://www.bokjiro.go.kr/welInfo/retrieveGvmtWelInfo.do?searchIntClId=04&searchCtgId=999&welInfSno=254,전국,국가보훈처 보훈상담센터,1577-0606,복지로,보호안전
229,재해위로금 지급,"재해로 인명, 재산상 피해를 입은 국가유공자 등 보훈가족을 위로하고 재해복구의지를 고취시키기 위하여 재해위로금을 지급합니다.",ALL,모두,http://www.bokjiro.go.kr/welInfo/retrieveGvmtWelInfo.do?searchIntClId=04&searchCtgId=999&welInfSno=255,전국,국가보훈처 보훈상담센터,1577-0606,복지로,금융
230,장기복무 제대군인 수업료 보조,군대에서 오래 복무한 이후에 제대한 군인의 안정적인 생활을 돕기 위하여 수업료를 지원합니다.,ALL,청년 | 중장년 | 노인,http://www.bokjiro.go.kr/welInfo/retrieveGvmtWelInfo.do?searchIntClId=04&searchCtgId=999&welInfSno=256,전국,국가보훈처 보훈상담센터,1577-0606,복지로,금융
231,중장기복무 제대군인 무료법률 구조지원,제대군인이 사회적응 과정에서 겪는 법률문제를 대한법률구조공단을 통해무료로 지원합니다.,ALL,청년 | 중장년 | 노인,http://www.bokjiro.go.kr/welInfo/retrieveGvmtWelInfo.do?searchIntClId=04&searchCtgId=999&welInfSno=257,전국,대한법률구조공단 콜센터,132,복지로,금융
232,제대군인 전직지원금,"군인연금 비대상 중,장기복무 제대군인의 생활안정을 도모하고 취업과 창업을 촉진하기 위하여 제대군인 전직지원금을 지급합니다.",ALL,청년 | 중장년 | 노인,http://www.bokjiro.go.kr/welInfo/retrieveGvmtWelInfo.do?searchIntClId=04&searchCtgId=999&welInfSno=258,전국,국가보훈처 보훈상담센터,1577-0606,복지로,금융
233,재해보상금,"군복무 중 사망한 군인 또는 의무경찰 등의 유족에게 사망보상금을 지급하거나, 의무경찰 등이 복무 중 부상을 입고 퇴직한 경우 상이급여금을 지원합니다.",ALL,모두,http://www.bokjiro.go.kr/welInfo/retrieveGvmtWelInfo.do?searchIntClId=04&searchCtgId=999&welInfSno=259,전국,국가보훈처 보훈상담센터,1577-0606,복지로,금융
234,보훈요양원 이용지원,"장기요양이 필요한 국가유공자 등이 보훈요양원을 이용할 시,본인부담금의 일부를 지원함으로써 경제적인 부담을 덜고, 안락한 노후생활을 할 수 있도록 보장합니다.",ALL,중장년 | 노인,http://www.bokjiro.go.kr/welInfo/retrieveGvmtWelInfo.do?searchIntClId=04&searchCtgId=999&welInfSno=260,전국,수원보훈요양원,031-240-9000,복지로,금융
235,국가유공자 재가복지 지원,국가유공자 등 보훈대상자의 안락하고 영예로운 노후 생활을 보장하기 위해재가복지 서비스를 지원합니다.,ALL,노인,http://www.bokjiro.go.kr/welInfo/retrieveGvmtWelInfo.do?searchIntClId=04&searchCtgId=999&welInfSno=261,전국,국가보훈처 보훈상담센터,1577-0606,복지로,금융
236,장기요양급여 이용지원,고령의 국가유공자가 요양등급을 판정 받았지만 소득이 적어 요양기관의 서비스를 받기 힘들 때 노후생활 보장을 위하여 본인부담금의 일부를 지원합니다.,ALL,중장년 | 노인,http://www.bokjiro.go.kr/welInfo/retrieveGvmtWelInfo.do?searchIntClId=04&searchCtgId=999&welInfSno=262,전국,국가보훈처 보훈상담센터,1577-0606,복지로,금융
237,국가보훈대상자 학습보조비 지급,학용품을 구입하는 등의 교육에 필요한 부수적인 교육비를 지원합니다.,ALL,아동청소년,http://www.bokjiro.go.kr/welInfo/retrieveGvmtWelInfo.do?searchIntClId=04&searchCtgId=999&welInfSno=263,전국,국가보훈처 보훈상담센터,1577-0606,복지로,금융
238,국가보훈대상자 보훈장학금,"학비가 면제되지 않는 대학원 재학 국가유공자, 5·18민주유공자, 특수임무유공자 본인 등에게 장학금을 지원합니다.",ALL,청년,http://www.bokjiro.go.kr/welInfo/retrieveGvmtWelInfo.do?searchIntClId=04&searchCtgId=999&welInfSno=264,전국,국가보훈처 보훈상담센터,1577-0606,복지로,금융
239,국가유공자 등 취업 지원,국가유공자와 유가족이 능력과 적성에 맞는 일자리를 찾을 수 있도록 지원합니다.,ALL,청년,http://www.bokjiro.go.kr/welInfo/retrieveGvmtWelInfo.do?searchIntClId=04&searchCtgId=999&welInfSno=265,전국,국가보훈처 보훈상담센터,1577-0606,복지로,금융
240,6.25자녀수당,6.25 전쟁 중 전사하거나 순직한 전몰군경 혹은 순직군경 자녀의 생활안정과 복지향상을 위하여 수당을 지원합니다.,ALL,모두,http://www.bokjiro.go.kr/welInfo/retrieveGvmtWelInfo.do?searchIntClId=04&searchCtgId=999&welInfSno=266,전국,국가보훈처 보훈상담센터,1577-0606,복지로,금융
241,국가유공자 등 간호수당,국가유공자의 생활 안정과 복지 향상을 위하여 간호수당을 지원합니다.,ALL,모두,http://www.bokjiro.go.kr/welInfo/retrieveGvmtWelInfo.do?searchIntClId=04&searchCtgId=999&welInfSno=267,전국,국가보훈처 보훈상담센터,1577-0606,복지로,금융
242,고엽제후유의증수당,고엽제로 인한 후유증으로 질병 또는 장애가 있는 경우 후유의증 수당을 지원합니다.,ALL,모두,http://www.bokjiro.go.kr/welInfo/retrieveGvmtWelInfo.do?searchIntClId=04&searchCtgId=999&welInfSno=268,전국,국가보훈처 보훈상담센터,1577-0606,복지로,금융
243,고엽제환자 2세수당,고엽제후유증환자의 자녀가 안정된 생활을 할 수 있도록 장애 정도에 따른 수당을 지원합니다.,ALL,모두,http://www.bokjiro.go.kr/welInfo/retrieveGvmtWelInfo.do?searchIntClId=04&searchCtgId=999&welInfSno=269,전국,국가보훈처 보훈상담센터,1577-0606,복지로,금융
244,무공영예수당,무공수훈자의 생활 안정과 복지 향상을 위해 수당을 지급합니다.,ALL,모두,http://www.bokjiro.go.kr/welInfo/retrieveGvmtWelInfo.do?searchIntClId=04&searchCtgId=999&welInfSno=270,전국,국가보훈처 보훈상담센터,1577-0606,복지로,금융
245,보상금,국가유공자 및 보훈보상 대상자의 생활 안정과 복지 향상을 위하여 보상금을 지원합니다.,ALL,모두,http://www.bokjiro.go.kr/welInfo/retrieveGvmtWelInfo.do?searchIntClId=04&searchCtgId=999&welInfSno=271,전국,국가보훈처 보훈상담센터,1577-0606,복지로,금융
246,사망일시금,독립유공자 혹은 그 유족이 사망한 경우 생활 안정과 복지 향상을 위하여 사망일시금을 지원합니다.,ALL,모두,http://www.bokjiro.go.kr/welInfo/retrieveGvmtWelInfo.do?searchIntClId=04&searchCtgId=999&welInfSno=272,전국,국가보훈처 보훈상담센터,1577-0606,복지로,금융
247,국가유공자 등 생활조정수당,국가유공자의 안정된 생활과 복지 향상을 위해 생활조정수당을 지급합니다.,ALL,모두,http://www.bokjiro.go.kr/welInfo/retrieveGvmtWelInfo.do?searchIntClId=04&searchCtgId=999&welInfSno=273,전국,국가보훈처 보훈상담센터,1577-0606,복지로,금융
248,참전명예수당,참전 유공자의 안정적인 생활과 복지 향상을 위해 명예 수당을 지급합니다.,ALL,모두,http://www.bokjiro.go.kr/welInfo/retrieveGvmtWelInfo.do?searchIntClId=04&searchCtgId=999&welInfSno=274,전국,국가보훈처 보훈상담센터,1577-0606,복지로,금융
249,영주귀국정착금,해외에 살고 있는 독립유공자와 그 유족이 대한민국으로 영주 귀국할 경우에국내에 안정적으로 정착하고 생활할 수 있도록 정착금을 지원합니다.,ALL,모두,http://www.bokjiro.go.kr/welInfo/retrieveGvmtWelInfo.do?searchIntClId=04&searchCtgId=999&welInfSno=275,전국,국가보훈처 보훈상담센터,1577-0606,복지로,금융
250,손자녀 가계지원비,광복 이후 사망한 독립유공자의 손자녀에게 가계지원비를 지급합니다.,ALL,모두,http://www.bokjiro.go.kr/welInfo/retrieveGvmtWelInfo.do?searchIntClId=04&searchCtgId=999&welInfSno=276,전국,국가보훈처 보훈상담센터,1577-0606,복지로,금융
251,애국지사 특별예우금,일제강점기에 나라를 위해 자신을 희생한 애국지사의 뜻을 기리고명예를 지킬 수 있도록 예우금을 지급합니다.,ALL,모두,http://www.bokjiro.go.kr/welInfo/retrieveGvmtWelInfo.do?searchIntClId=04&searchCtgId=999&welInfSno=277,전국,국가보훈처 보훈상담센터,1577-0606,복지로,금융
252,국가유공자 등 LPG차량 세금인상분 지원,"국가유공상이자 등이 보철용으로 사용하는 LPG차량에 대해,차량 유류비의 세금 인상분을 지원합니다.",ALL,모두,http://www.bokjiro.go.kr/welInfo/retrieveGvmtWelInfo.do?searchIntClId=04&searchCtgId=999&welInfSno=278,전국,국가보훈처 보훈상담센터,1577-0606,복지로,금융
253,소상공인 융자 지원,국가경제의 균형발전을 도모하기 위하여 소상공인의 창업 및 경영 개선 활동을 지원합니다.,ALL,모두,http://www.bokjiro.go.kr/welInfo/retrieveGvmtWelInfo.do?searchIntClId=04&searchCtgId=999&welInfSno=279,전국,KEB 하나은행,1599-1111,복지로,금융
254,장애인 창업점포 지원사업,"장애인기업종합지원센터가 건물주에게 영업장소를 임대(전세)받아,예비 장애인 창업자에게 일정 기간 동안 재임대하는 방식으로 영업장소를 제공합니다.",ALL,장애인,http://www.bokjiro.go.kr/welInfo/retrieveGvmtWelInfo.do?searchIntClId=04&searchCtgId=999&welInfSno=280,전국,장애인기업종합지원센터,02-2181-6500,복지로,금융
255,교육급여(맞춤형 급여),"수급자에게 적정한 교육기회를 제공하여 자립할 수 있는 능력을 배양하고,가난의 대물림을 차단합니다.",ALL,모두,http://www.bokjiro.go.kr/welInfo/retrieveGvmtWelInfo.do?searchIntClId=04&searchCtgId=999&welInfSno=281,전국,보건복지상담센터,129,복지로,금융
256,주거급여(맞춤형 급여),주거안정과 주거생활 향상을 위하여 일정 소득 이하의 국민에게 주거 급여를 지원합니다.,ALL,모두,http://www.bokjiro.go.kr/welInfo/retrieveGvmtWelInfo.do?searchIntClId=04&searchCtgId=999&welInfSno=282,전국,보건복지상담센터,129,복지로,금융
257,해산급여,수급자 가구의 임산부가 출산 예정이거나 출산한 경우에 해산비를 지급합니다.,ALL,모두,http://www.bokjiro.go.kr/welInfo/retrieveGvmtWelInfo.do?searchIntClId=04&searchCtgId=999&welInfSno=283,전국,보건복지상담센터,129,복지로,금융
258,장제급여,"수급자가 사망하였을 경우, 사체의 검안, 운반, 화장 또는 매장 등의기타 장례를 하는데 필요한 금품을 지원합니다.",ALL,모두,http://www.bokjiro.go.kr/welInfo/retrieveGvmtWelInfo.do?searchIntClId=04&searchCtgId=999&welInfSno=284,전국,보건복지상담센터,129,복지로,금융
259,"자활근로(기초, 차상위)",생계·의료·주거·교육급여 수급자 및 저소득층에게 근로기회를 제공하여 자립할 수 있도록 돕습니다.,ALL,모두,http://www.bokjiro.go.kr/welInfo/retrieveGvmtWelInfo.do?searchIntClId=04&searchCtgId=999&welInfSno=285,전국,보건복지상담센터,129,복지로,고용
260,"자산형성지원사업(희망키움통장Ⅰ, Ⅱ 및 내일키움통장)","희망키움통장을 통해 일하는 생계·의료·주거·교육급여 수급가구 및 차상위계층이 생활 안정을 도모하며 자립자금을 저축할 수 있도록 돕고, 내일키움통장을 통해 자활근로사업단의 성실한 근로자들이 자산을 형성할 수 있도록 지원합니다.",ALL,모두,http://www.bokjiro.go.kr/welInfo/retrieveGvmtWelInfo.do?searchIntClId=04&searchCtgId=999&welInfSno=291,전국,보건복지상담센터,129,복지로,금융
261,만 0-5세 보육료 지원사업,"어린이집을 이용하는 영유아의 보육료를 지원하여 양육의 부담을 덜고, 가정의 경제를 돕습니다.",ALL,유아,http://www.bokjiro.go.kr/welInfo/retrieveGvmtWelInfo.do?searchIntClId=04&searchCtgId=999&welInfSno=292,전국,보건복지상담센터,129,복지로,금융
262,장애아 보육료 지원,어린이집을 이용하는 장애아의 보육료를 지원하여 부모의 경제적 부담을 경감합니다.,ALL,장애인,http://www.bokjiro.go.kr/welInfo/retrieveGvmtWelInfo.do?searchIntClId=04&searchCtgId=999&welInfSno=293,전국,보건복지상담센터,129,복지로,금융
263,방과후 보육료 지원,어린이집을 이용하는 영유아의 방과후 보육료를 지원하여 양육의 부담을 줄이고 원활한 경제활동을 돕습니다.,ALL,유아 | 아동청소년,http://www.bokjiro.go.kr/welInfo/retrieveGvmtWelInfo.do?searchIntClId=04&searchCtgId=999&welInfSno=294,전국,보건복지상담센터,129,복지로,금융
264,가정양육수당 지원,"가정에서 아이를 돌보는 가정 양육 시, 부모의 자녀 양육에 대한 부담을 경감하고 보육 서비스 선택권을 보장합니다.",ALL,유아 | 아동청소년,http://www.bokjiro.go.kr/welInfo/retrieveGvmtWelInfo.do?searchIntClId=04&searchCtgId=999&welInfSno=295,전국,보건복지상담센터,129,복지로,금융
265,시간연장형 보육료 지원,어린이집을 이용하는 영유아에 대하여 보육료를 지원함으로써 부모의 자녀양육 부담을 덜고 원활한 경제활동을 돕습니다.,ALL,모두,http://www.bokjiro.go.kr/welInfo/retrieveGvmtWelInfo.do?searchIntClId=04&searchCtgId=999&welInfSno=296,전국,보건복지상담센터,129,복지로,금융
266,입양비용지원,아동 입양을 원하는 가정에 입양비용을 지원하여 국내 입양문화의 활성화를 도모합니다.,ALL,모두,http://www.bokjiro.go.kr/welInfo/retrieveGvmtWelInfo.do?searchIntClId=04&searchCtgId=999&welInfSno=297,전국,보건복지상담센터,129,복지로,금융
267,장애아동입양 양육보조금,장애 아동을 입양한 가정에 양육보조금을 지원하여 장애아동의 국내입양 활성화를 도모합니다.,ALL,모두,http://www.bokjiro.go.kr/welInfo/retrieveGvmtWelInfo.do?searchIntClId=04&searchCtgId=999&welInfSno=298,전국,보건복지상담센터,129,복지로,금융
268,입양아동 양육수당 지원,입양아동 양육수당을 지원하여 입양가정의 경제적 부담을 완화하며 국내입양 활성화 및 아동의 건전한 육성을 도모합니다.,ALL,모두,http://www.bokjiro.go.kr/welInfo/retrieveGvmtWelInfo.do?searchIntClId=04&searchCtgId=999&welInfSno=299,전국,보건복지상담센터,129,복지로,금융
269,아동발달지원계좌(디딤씨앗통장) 지원,"저소득층 아동이 사회에 진출하는 초기 비용(학자금, 취업, 창업, 주거)을 마련할 수 있도록 자산 형성을 장기적으로 지원합니다.",ALL,모두,http://www.bokjiro.go.kr/welInfo/retrieveGvmtWelInfo.do?searchIntClId=04&searchCtgId=999&welInfSno=300,전국,보건복지상담센터,129,복지로,금융
270,아동통합서비스지원(드림스타트사업),취약계층 아동에게 맞춤형 통합서비스를 제공하여 건강한 성장과 발달을 도모하고 공평한 출발 기회를 보장함으로써 건강하고 행복한 사회구성원으로 성장할 수 있도록 지원합니다.,ALL,모두,http://www.bokjiro.go.kr/welInfo/retrieveGvmtWelInfo.do?searchIntClId=04&searchCtgId=999&welInfSno=301,전국,보건복지상담센터,129,복지로,금융
271,장애입양아동 의료비지원,"장애아동을 입양한 국내입양가정에 의료비를 지원하여 장애아동의 국내입양을 활성화하고, 건전한 양육이 이루어지도록 합니다.",ALL,장애인,http://www.bokjiro.go.kr/welInfo/retrieveGvmtWelInfo.do?searchIntClId=04&searchCtgId=999&welInfSno=302,전국,보건복지상담센터,129,복지로,금융
272,긴급복지 생계지원,갑작스럽게 생계곤란 등 위기상황에 처하여 도움이 필요한 사람을 신속하게 지원하여 위기상황에서 벗어날 수 있도록 지원합니다.,ALL,모두,http://www.bokjiro.go.kr/welInfo/retrieveGvmtWelInfo.do?searchIntClId=04&searchCtgId=999&welInfSno=303,전국,보건복지상담센터,129,복지로,금융
273,긴급복지 교육지원,생계곤란 등의 위기상황에 처하여 도움이 필요한 사람을 일시적으로 신속하게 지원하여 위기상황에서 벗어날 수 있도록 지원합니다.,ALL,모두,http://www.bokjiro.go.kr/welInfo/retrieveGvmtWelInfo.do?searchIntClId=04&searchCtgId=999&welInfSno=304,전국,보건복지상담센터,129,복지로,교육
274,긴급복지 의료 지원,중한 질병이나 부상으로 위기상황에 처하여 생계가 곤란한 자에게 일시적으로 의료비를 지원하여 위기상황에서 벗어날 수 있도록 지원합니다.,ALL,모두,http://www.bokjiro.go.kr/welInfo/retrieveGvmtWelInfo.do?searchIntClId=04&searchCtgId=999&welInfSno=305,전국,보건복지상담센터,129,복지로,금융
275,긴급복지 주거지원,생계곤란 등의 위기상황에 처하여 도움이 필요한 경우 일시적으로 신속하게 지원함으로써 위기상황에서 벗어날 수 있도록 지원합니다.,ALL,모두,http://www.bokjiro.go.kr/welInfo/retrieveGvmtWelInfo.do?searchIntClId=04&searchCtgId=999&welInfSno=306,전국,보건복지상담센터,129,복지로,주거
276,긴급복지 사회복지시설 이용 지원,위기 상황에 처한 자에게 사회복지시설 이용 서비스를 제공하여 위기 상황에서 벗어나건강하고 인간다운 생활을 영위할 수 있도록 합니다.,ALL,모두,http://www.bokjiro.go.kr/welInfo/retrieveGvmtWelInfo.do?searchIntClId=04&searchCtgId=999&welInfSno=307,전국,보건복지상담센터,129,복지로,보호안전
277,긴급복지 해산비 지원,생계곤란 등의 위기상황에 처하여 도움이 필요한 사람을 일시적으로 신속하게 지원하여 위기상황에서 벗어날 수 있도록 지원합니다.,ALL,모두,http://www.bokjiro.go.kr/welInfo/retrieveGvmtWelInfo.do?searchIntClId=04&searchCtgId=999&welInfSno=308,전국,보건복지상담센터,129,복지로,금융
278,긴급복지 장제비 지원,생계곤란 등의 위기상황에 처하여 도움이 필요한 사람을 일시적으로 신속하게 지원하여 위기상황에서 벗어날 수 있도록 지원합니다.,ALL,모두,http://www.bokjiro.go.kr/welInfo/retrieveGvmtWelInfo.do?searchIntClId=04&searchCtgId=999&welInfSno=309,전국,보건복지상담센터,129,복지로,금융
279,의료급여,의료급여수급권자에게 의료비를 지원하여 국민보건 향상 및 사회복지 증진에 기여합니다.,ALL,모두,http://www.bokjiro.go.kr/welInfo/retrieveGvmtWelInfo.do?searchIntClId=04&searchCtgId=999&welInfSno=310,전국,보건복지상담센터,129,복지로,금융
280,의료급여(요양비),의료급여 수급권자에게 의료비를 지원하여 저소득층의 국민보건 향상과 사회복지 증진에 기여합니다.,ALL,모두,http://www.bokjiro.go.kr/welInfo/retrieveGvmtWelInfo.do?searchIntClId=04&searchCtgId=999&welInfSno=311,전국,보건복지상담센터,129,복지로,금융
281,의료급여 본인부담 면제,의료급여 수급권자 중 본인부담금 면제 대상자에게 본인부담금을지원하여 저소득층의 국민보건 향상과 사회복지 증진에 기여합니다.,ALL,모두,http://www.bokjiro.go.kr/welInfo/retrieveGvmtWelInfo.do?searchIntClId=04&searchCtgId=999&welInfSno=312,전국,보건복지상담센터,129,복지로,금융
282,의료급여 선택의료급여기관제,의료급여 수급권자에게 의료비를 지원하여 저소득층 국민 보건 향상과 사회복지 증진에 기여합니다.,ALL,모두,http://www.bokjiro.go.kr/welInfo/retrieveGvmtWelInfo.do?searchIntClId=04&searchCtgId=999&welInfSno=313,전국,보건복지상담센터,129,복지로,금융
283,의료급여장애인보장구 지원,의료급여수급권자에게 의료비를 지원하여 저소득층 국민보건 향상과 사회복지 증진에 기여합니다.,ALL,장애인,http://www.bokjiro.go.kr/welInfo/retrieveGvmtWelInfo.do?searchIntClId=04&searchCtgId=999&welInfSno=314,전국,보건복지상담센터,129,복지로,금융
284,의료급여임신·출산진료비지원,임신이 확인된 의료급여 수급권자에게 임신과 출산에 필요한 의료비를 지원합니다.,ALL,여성,http://www.bokjiro.go.kr/welInfo/retrieveGvmtWelInfo.do?searchIntClId=04&searchCtgId=999&welInfSno=315,전국,보건복지상담센터,129,복지로,금융
285,의료급여(의료급여대지급금지원),의료급여 수급권자의 의료비를 지원하여 저소득층 국민보건 향상과 사회복지 증진에 기여합니다.,ALL,모두,http://www.bokjiro.go.kr/welInfo/retrieveGvmtWelInfo.do?searchIntClId=04&searchCtgId=999&welInfSno=316,전국,보건복지상담센터,129,복지로,금융
286,의료급여 중증 및 희귀난치성질환자 지원,중증 및 치료가 힘든 희귀난치성질환을 앓고 있는 의료급여 수급권자에게 의료비를지원하여 저소득층 국민보건 향상과 사회복지 증진에 기여합니다.,ALL,모두,http://www.bokjiro.go.kr/welInfo/retrieveGvmtWelInfo.do?searchIntClId=04&searchCtgId=999&welInfSno=317,전국,보건복지상담센터,129,복지로,금융
287,의료급여(의료급여건강생활유지비),의료급여 수급권자에게 의료비(건강생활 유지비)를 지원하여 저소득층 국민보건 향상과 사회복지 증진에 기여합니다.,ALL,모두,http://www.bokjiro.go.kr/welInfo/retrieveGvmtWelInfo.do?searchIntClId=04&searchCtgId=999&welInfSno=318,전국,보건복지상담센터,129,복지로,금융
288,국가유공자 의료급여증 발급,저소득 국가유공자와 가족들의 의료비 부담 경감을 위해국가유공자 의료급여증을 발급합니다.,ALL,모두,http://www.bokjiro.go.kr/welInfo/retrieveGvmtWelInfo.do?searchIntClId=04&searchCtgId=999&welInfSno=319,전국,보건복지상담센터,129,복지로,금융
289,의료급여수급권자 영유아건강검진비 지원,"영·유아의 건강증진을 도모하고 건강한 미래인으로 성장할 수 있도록 연령에 적합한 건강검진 프로그램을 도입하여 성장과 발달 사항을추적 관리하고, 보호자에게 적절한 교육 프로그램을 제공합니다.",ALL,모두,http://www.bokjiro.go.kr/welInfo/retrieveGvmtWelInfo.do?searchIntClId=04&searchCtgId=999&welInfSno=322,전국,보건복지상담센터,129,복지로,금융
290,암검진사업,국가적 차원의 암 검진 사업을 실시하여 암을 조기에 발견하고 치료하여 암사망률을 줄입니다.,ALL,청년 | 중장년 | 노인,http://www.bokjiro.go.kr/welInfo/retrieveGvmtWelInfo.do?searchIntClId=04&searchCtgId=999&welInfSno=323,전국,국가암정보센터,1577-8899,복지로,금융
291,희귀질환자 의료비지원사업,희귀질환자 중 저소득층 건강보험가입자에게 의료비를 지원하여 경제적 부담을 낮춰드립니다.,ALL,모두,http://www.bokjiro.go.kr/welInfo/retrieveGvmtWelInfo.do?searchIntClId=04&searchCtgId=999&welInfSno=324,전국,보건복지상담센터,129,복지로,금융
292,노인 안검진 및 개안수술,저소득층 노인에게 안과 정밀검진과 개안수술을 지원하여 안질환의 조기발견 및 적기 치료를 통해 실명을 예방하고 시력을 유지합니다.,ALL,노인,http://www.bokjiro.go.kr/welInfo/retrieveGvmtWelInfo.do?searchIntClId=04&searchCtgId=999&welInfSno=325,전국,보건복지상담센터,129,복지로,의료
293,난임부부 시술비 지원,"체외수정 시술 등 특정 치료를 통해서만 임신이 가능한 저소득층 부부에게 시술비 일부를 지원하여 경제적 부담을 경감시키고, 출산율을 높입니다.",ALL,청년 | 중장년,http://www.bokjiro.go.kr/welInfo/retrieveGvmtWelInfo.do?searchIntClId=04&searchCtgId=999&welInfSno=326,전국,보건복지상담센터,129,복지로,의료
294,미숙아 및 선천성이상아 의료비 지원,보건소에 등록하여 관리하고 있는 미숙아 및 선천성 이상아 치료에소요되는 의료비를 지원합니다.,ALL,유아,http://www.bokjiro.go.kr/welInfo/retrieveGvmtWelInfo.do?searchIntClId=04&searchCtgId=999&welInfSno=327,전국,보건복지상담센터,129,복지로,의료
295,다문화 보육료 지원,"어린이집을 이용하는 다문화 가정의 영유아 자녀에게 보육료를 지원하여 부모의 양육에 대한 부담을 덜고, 부모가 원활한 경제활동을 할 수 있도록 돕습니다.",ALL,유아,http://www.bokjiro.go.kr/welInfo/retrieveGvmtWelInfo.do?searchIntClId=04&searchCtgId=999&welInfSno=328,전국,보건복지상담센터,129,복지로,금융
296,만 3~5세 누리과정 지원,유치원 및 어린이집에 다니는 만 3세 ~ 5세의 모든 유아에게 유아학비와 보육료를 지원합니다.,ALL,유아,http://www.bokjiro.go.kr/welInfo/retrieveGvmtWelInfo.do?searchIntClId=04&searchCtgId=999&welInfSno=329,전국,보건복지상담센터,129,복지로,교육
297,장애수당,생활이 어려운 장애인에게 장애수당을 지급하여 생활의 안정을 돕습니다,ALL,장애인,http://www.bokjiro.go.kr/welInfo/retrieveGvmtWelInfo.do?searchIntClId=04&searchCtgId=999&welInfSno=330,전국,보건복지상담센터,129,복지로,금융
298,장애아동수당,장애로 인하여 생활이 어려운 장애아동이 보다 편안한 생활을 할 수 있도록 지원합니다.,ALL,장애인,http://www.bokjiro.go.kr/welInfo/retrieveGvmtWelInfo.do?searchIntClId=04&searchCtgId=999&welInfSno=331,전국,보건복지상담센터,129,복지로,금융
299,저소득 장애인 등록 진단서 발급비 및 검사비 지원,생계급여 및 의료급여 수급자에게 장애인 등록 진단 비용과장애 심사를 받기 위한 검사비 일부를 지원하여 경제적인 부담을 덜어 줍니다.,ALL,장애인,http://www.bokjiro.go.kr/welInfo/retrieveGvmtWelInfo.do?searchIntClId=04&searchCtgId=999&welInfSno=332,전국,보건복지상담센터,129,복지로,생활
300,장애인 보조기구 교부,생활이 어려운 저소득 장애인들이 복지 혜택을 누릴 수 있도록장애인 보조기구를 지원합니다.,ALL,장애인,http://www.bokjiro.go.kr/welInfo/retrieveGvmtWelInfo.do?searchIntClId=04&searchCtgId=999&welInfSno=333,전국,보건복지상담센터,129,복지로,생활
301,보험급여(건강보험 장애인보장구),장애인의 의료비 부담을 줄이기 위해 보장구에 대하여 건강보험급여를 적용합니다.,ALL,모두,http://www.bokjiro.go.kr/welInfo/retrieveGvmtWelInfo.do?searchIntClId=04&searchCtgId=999&welInfSno=335,전국,보건복지상담센터,129,복지로,금융
302,장애인 의료비 지원,저소득 장애인이 안정적이고 건강한 생활을 영위할 수 있도록의료비를 지원합니다.,ALL,장애인,http://www.bokjiro.go.kr/welInfo/retrieveGvmtWelInfo.do?searchIntClId=04&searchCtgId=999&welInfSno=336,전국,보건복지상담센터,129,복지로,금융
303,중증장애인 직업재활지원(훈련수당),중증장애인의 자립기반을 마련하여 사회 참여를 증진시키기 위하여 직업재활서비스를 지원합니다.,ALL,장애인,http://www.bokjiro.go.kr/welInfo/retrieveGvmtWelInfo.do?searchIntClId=04&searchCtgId=999&welInfSno=337,전국,보건복지상담센터,129,복지로,금융
304,일반형 일자리 지원,미취업 장애인의 사회참여를 확대시키고 소득을 보장하기 위하여 공공형 일자리를 제공합니다.,ALL,모두,http://www.bokjiro.go.kr/welInfo/retrieveGvmtWelInfo.do?searchIntClId=04&searchCtgId=999&welInfSno=338,전국,보건복지상담센터,129,복지로,고용
305,장애인 복지일자리 지원,"장애인이 사회적, 경제적으로 자립할 수 있도록 일자리를 제공합니다.",ALL,장애인,http://www.bokjiro.go.kr/welInfo/retrieveGvmtWelInfo.do?searchIntClId=04&searchCtgId=999&welInfSno=339,전국,보건복지상담센터,129,복지로,고용
306,장애아가족 양육지원,이웃과 함께하는 가족 돌봄 문화를 정착하고 장애 아동에 대한 인식의 전환을 위해지역사회의 자원봉사자가 장애아 돌보미 서비스를 제공합니다.,ALL,장애인,http://www.bokjiro.go.kr/welInfo/retrieveGvmtWelInfo.do?searchIntClId=04&searchCtgId=999&welInfSno=340,전국,보건복지상담센터,129,복지로,생활
307,장애인거주시설 실비입소료 지원,입소의 사각지대에 있는 저소득 중증 장애인이 실비 입소 장애인 거주시설을 이용할 시에 입소이용료를 지원합니다.,ALL,장애인,http://www.bokjiro.go.kr/welInfo/retrieveGvmtWelInfo.do?searchIntClId=04&searchCtgId=999&welInfSno=341,전국,보건복지상담센터,129,복지로,보호안전
